TestMatchNumber,Wicket,Batter,dismissalMode,Fielder,Runs,Innings,Opposition,venue,country,matchDate,match,video,description,Milestone,fieldingPosition,wktDetails
56,225,OE Robinson,bowled,,5,2,v England,The Oval,England,2 Sep 2021,Test # 2433,jadeja-wkt-225,"and England seem bent on keeping India alive in this Test. Robinson has an almighty slog against the turn and is bowled middle stump. They lead by 64, gifting wickets in the flattest conditions of the Test. 255/9",,,"225. OE Robinson b  Jadeja
Test Match#: 56.0: v England at The Oval in 2021 (1st innings)"
56,226,H Hameed,bowled,,63,4,v England,The Oval,England,2 Sep 2021,Test # 2433,jadeja-wkt-226,"beaten and bowled! Outstanding from Jadeja, this one really bites out of the rough from over the wicket, on a leg-stump line, and pings the top of off! That's the danger he offers when he gets it right! Hameed could have kicked it away, but was mindful of the need too for runs, and in the end he was in no position to resist the rip as he opened the face. Big moment, as India surge early in the session. 141/3 ",,,"226. H Hameed b  Jadeja
Test Match#: 56.0: v England at The Oval in 2021 (2nd innings)"
56,227,MM Ali,caught,SA Yadav (sub),0,4,v England,The Oval,England,2 Sep 2021,Test # 2433,jadeja-wkt-227,"hard-handed poke, straight to short leg! Oh my, this is a catastrophic collapse! Jadeja finds the perfect line and length, bite out of the rough, lifting into the gloves, a fat deflection and this game could be done by drinks!. 147/6",,close-in,"227. MM Ali c SA Yadav (sub) b Jadeja
Test Match#: 56.0: v England at The Oval in 2021 (2nd innings)"
57,228,R Ravindra,bowled,,13,2,v New Zealand,Kanpur,India,25 Nov 2021,Test # 2435,jadeja-wkt-228,"Ravindra gets Ravindra! Into the footmarks, and Ravindra looks to come forward to defend. Spins enough, and also keeps a touch low, to sneak in through the gap between bat and pad. The choice of keeping the cover region unprotected works. It wasn't an attacking option as such, but defending must have looked like an easy prospect. India continue to chip away. 241/6",,,"228. R Ravindra b  Jadeja
Test Match#: 57.0: v New Zealand at Kanpur in 2021 (1st innings)"
57,229,LRPL Taylor,lbw,,2,4,v New Zealand,Kanpur,India,25 Nov 2021,Test # 2435,jadeja-wkt-229,"and Jadeja makes it the last ball before the interval. A length ball pitching outside off, Taylor comes forward to defend but the ball keeps coming in with the angle and beats the inside edge to rap the batter on the pad. An appeal for lbw and Taylor knew he was out. Didn't bother checking with Williamson if he should review it. The replay confirm as much, the ball would have crashed into the leg stump. 125/4 ",,,"229. LRPL Taylor lbw  Jadeja
Test Match#: 57.0: v New Zealand at Kanpur in 2021 (2nd innings)"
57,230,KS Williamson,lbw,,24,4,v New Zealand,Kanpur,India,25 Nov 2021,Test # 2435,jadeja-wkt-230,"trapped in front. Jadeja doesn't even appeal, he simply wheels away for celebration. A length ball, Williamson went back to work it towards the leg side but it came in with the arm and kept low as well to hit him right in front of the stumps. India four wickets away now. 128/6 ",,,"230. KS Williamson lbw  Jadeja
Test Match#: 57.0: v New Zealand at Kanpur in 2021 (2nd innings)"
57,231,KA Jamieson,lbw,,5,4,v New Zealand,Kanpur,India,25 Nov 2021,Test # 2435,jadeja-wkt-231,a huge appeal and the finger goes up. A length ball around middle and spinning past the outside edge to hit the back leg. Jamieson knew straightaway. India now two wickets away from a win. 147/8 ,,,"231. KA Jamieson lbw  Jadeja
Test Match#: 57.0: v New Zealand at Kanpur in 2021 (2nd innings)"
57,232,TG Southee,lbw,,4,4,v New Zealand,Kanpur,India,25 Nov 2021,Test # 2435,jadeja-wkt-232,"an appeal for lbw and given. Southee has reviewed straightaway. But that looked close, unless he got some bat on it. No, he didn't! A length ball around off and spinning away just enough to beat the outside edge and hit the back leg. Would have gone on to hit the off stump. 155/9",,,"232. TG Southee lbw  Jadeja
Test Match#: 57.0: v New Zealand at Kanpur in 2021 (2nd innings)"
58,233,FDM Karunaratne,lbw,,28,2,v Sri Lanka,Mohali,India,4 Mar 2022,Test # 2452,jadeja-wkt-233,"this time he is caught on the back foot on the defence and has been given. This time Karunaratne is saying he has got outside the line so he has reviewed it. He is almost light. There is an umpire's call by a hair's breadth. Wicket lost but what will worry them more is the amount of turn on this. Karunaratne goes back to defend the quicker ball, and it turns back in a mile with a puff of dust from the surface. Hitting leg stump after pitching widish outside off. 59/2 ",,,"233. FDM Karunaratne lbw  Jadeja
Test Match#: 58.0: v Sri Lanka at Mohali in 2022 (1st innings)"
58,234,N Dickwella,caught,SS Iyer,2,2,v Sri Lanka,Mohali,India,4 Mar 2022,Test # 2452,jadeja-wkt-234,"Dickwella falls into the trap. There were two men square on the leg side waiting for that top edge. They were halfway to the boundary. And what does Dickwella do? After missing a couple of sweeps, he tries yet again, only to get a top edge. An easy catch for Iyer at mid-square leg. 164/6 ",,InField,"234. N Dickwella c SS Iyer b Jadeja
Test Match#: 58.0: v Sri Lanka at Mohali in 2022 (1st innings)"
58,235,RAS Lakmal,caught,R Ashwin,0,2,v Sri Lanka,Mohali,India,4 Mar 2022,Test # 2452,jadeja-wkt-235,"Jadeja gets his man. Fuller around off, Lakmal skips down the track and looks to hit it over the bowler's head. Ends up miscuing it and Ashwin settles under it at mid-off. 164/7 ",,InField,"235. RAS Lakmal c R Ashwin b Jadeja
Test Match#: 58.0: v Sri Lanka at Mohali in 2022 (1st innings)"
58,236,MVT Fernando,caught,RG Sharma,0,2,v Sri Lanka,Mohali,India,4 Mar 2022,Test # 2452,jadeja-wkt-236,"a soft dismissal. Fuller on middle and leg, Fernando opens up to defend but gets an outside edge. Rohit takes a low catch at second slip. 174/9 ",,slip-cordon,"236. MVT Fernando c RG Sharma b Jadeja
Test Match#: 58.0: v Sri Lanka at Mohali in 2022 (1st innings)"
58,237,CBRLS Kumara,bowled,,0,2,v Sri Lanka,Mohali,India,4 Mar 2022,Test # 2452,jadeja-wkt-237,"and he cleans him up first ball. Length ball outside off, Kumara looks to defend but ends up playing down the wrong side. Was he playing for turn? Perhaps. Misses it completely and the ball crashes into the off stump. Jadeja will be on a hat-trick in the second innings. 174/10",,,"237. CBRLS Kumara b  Jadeja
Test Match#: 58.0: v Sri Lanka at Mohali in 2022 (1st innings)"
58,238,DM de Silva,caught,SS Iyer,30,3,v Sri Lanka,Mohali,India,4 Mar 2022,Test # 2452,jadeja-wkt-238,chipped to extra cover. A soft dismissal. Tossed up around middle and leg. Dhananjaya looks to go inside out but the ball just dips at him and he ends up lobbing it to Iyer who jumps and takes it comfortably in front of his face. 94/4 ,,InField,"238. DM de Silva c SS Iyer b Jadeja
Test Match#: 58.0: v Sri Lanka at Mohali in 2022 (2nd innings)"
58,239,AD Mathews,lbw,,28,3,v Sri Lanka,Mohali,India,4 Mar 2022,Test # 2452,jadeja-wkt-239,"keeps low, and that is plumb! Unless it's turning past off stump, maybe. Mathews consults his partner and reviews, but he was so deep in his crease and the ball kept quite low too... Oh, that looks so plumb. Opened up completely by massive turn, his back leg jumping across as he tries desperately to keep it out. Was initially looking for the back-foot flick, I think. Strikes his pad low in front of middle stump, and ball-tracking suggests it's crashing into the inside of off stump. Not much Mathews could have done once he decided to go back to that, but I don't know if it was the sort of length he'd normally come forward to. 121/6 ",,,"239. AD Mathews lbw  Jadeja
Test Match#: 58.0: v Sri Lanka at Mohali in 2022 (2nd innings)"
58,240,RAS Lakmal,caught,J Yadav,0,3,v Sri Lanka,Mohali,India,4 Mar 2022,Test # 2452,jadeja-wkt-240,"Lakmal was out slogging in the first innings, and he's out slogging in the second, all in the same day. Steps out, doesn't reach the pitch of a quick ball fired in towards the stumps, and has a flat-bat hoick at it, attempting to clear mid-on. Only succeeds in hitting it straight at the fielder, at midriff height. 121/7 ",,InField,"240. RAS Lakmal c J Yadav b Jadeja
Test Match#: 58.0: v Sri Lanka at Mohali in 2022 (2nd innings)"
58,241,L Embuldeniya,caught,RR Pant,2,3,v Sri Lanka,Mohali,India,4 Mar 2022,Test # 2452,jadeja-wkt-241,"nicely bowled, and an even better catch from Pant. Angled across the stumps from over the wicket, and it turns, but less than what Embuldeniya expects. Keeps a bit low too, and Embuldeniya, looking to defend while squaring up, gets a fairly healthy edge that Pant takes smartly, staying down low and tracking the ball perfectly. 153/8",,Keeper,"241. L Embuldeniya c RR Pant b Jadeja
Test Match#: 58.0: v Sri Lanka at Mohali in 2022 (2nd innings)"
59,242,AD Mathews,bowled,,1,4,v Sri Lanka,Bengaluru,India,12 Mar 2022,Test # 2456,jadeja-wkt-242,"through him. Not much you can do when a spinner is doing so much at high pace. One ball is turning, one is going on straight. This one goes straight on, beats the inside edge, flicks the back leg, and hits the stumps. 98/3",,,"242. AD Mathews b  Jadeja
Test Match#: 59.0: v Sri Lanka at Bengaluru in 2022 (2nd innings)"
61,243,M Labuschagne,stumped,KS Bharat,49,1,v Australia,Nagpur,India,9 Feb 2023,Test # 2490,jadeja-wkt-243,"beautiful bowling. He did this to Michael Clarke all those years ago. Now he has got Marnus Labuschagne. He has pegged him back with quick deliveries, then slows one down, Labuschagne is dragged forward to defend, but is not extremely close to its pitch, which means his back foot is dragged too. The ball then turns away with a puff of dust, and he is stumped. Without the puff of the dust, he might have defended this easily. Bharat's first victim in a Test that he has started. Remember he substituted for Saha in one Test before. 84/3 ",,,"243. M Labuschagne st KS Bharat b Jadeja
Test Match#: 61.0: v Australia at Nagpur in 2023 (1st innings)"
61,244,MT Renshaw,lbw,,0,1,v Australia,Nagpur,India,9 Feb 2023,Test # 2490,jadeja-wkt-244,"given out first ball, and he has reviewed. Caught on the crease to a length ball, and it turns a long way past the inside edge. There is a puff of dust too. Has this done too much? Pitches middle, hits him in front of leg, ball tracking shows clipping leg. Jadeja is on a hat-trick. Champion player. This pitch is going from the good part. 84/4 ",,,"244. MT Renshaw lbw  Jadeja
Test Match#: 61.0: v Australia at Nagpur in 2023 (1st innings)"
61,245,SPD Smith,bowled,,37,1,v Australia,Nagpur,India,9 Feb 2023,Test # 2490,jadeja-wkt-245,"that denied run, that extra ball because of the no-ball, and that superb delivery. On a length, on off, Smith has to defend, and he is conditioned to defending for the turn on this pitch. This one turns, but only slightly, which just means straightening in line in front of off. Smith is playing outside the line. He is bowled. Will he be thinking of the single he just turned down when Handscomb was calling him? Will he be thinking of the no-ball that resulted in the extra delivery? Batting is such a precarious occupation. 109/5 ",,,"245. SPD Smith b  Jadeja
Test Match#: 61.0: v Australia at Nagpur in 2023 (1st innings)"
61,246,T Murphy,lbw,,0,1,v Australia,Nagpur,India,9 Feb 2023,Test # 2490,jadeja-wkt-246,"round the wicket, inside edge into the pads, loops to slip...they talk about the review and take it. Well, you'd think he would know if he hit it, but wasn't an instant review. Well, well, Appears to have missed the inside edge by quite a bit. Bat clips the pad. But is it lbw? Yes, it's out lbw. Smacking into leg side. I'm assuming Illingworth gave it caught initially, but perhaps it was lbw. An appeal covers all dismissals. 173/8 ",,,"246. T Murphy lbw  Jadeja
Test Match#: 61.0: v Australia at Nagpur in 2023 (1st innings)"
61,247,PSP Handscomb,lbw,,31,1,v Australia,Nagpur,India,9 Feb 2023,Test # 2490,jadeja-wkt-247,"Jadeja doesn't even need to appeal for this, but Handscomb has reviewed it. He plays the sweep to a full and fast delivery, misses it, the ball goes straight on and hits him plumb in front. The only thing that can save him is an edge but there isn't any. That is a five-for on return for Jadeja. It includes the wickets of Labuschagne, Smith and Handscomb, the three most assured batters today. 176/9 See all photos",,,"247. PSP Handscomb lbw  Jadeja
Test Match#: 61.0: v Australia at Nagpur in 2023 (1st innings)"
61,248,M Labuschagne,lbw,,17,3,v Australia,Nagpur,India,9 Feb 2023,Test # 2490,jadeja-wkt-248,"that is plumb. Labuschagne is done in by his propensity to stay back. And he is firstly done in by the length. It is a full enough delivery to be smothered with half a stride in. But he is deep in the crease, plays the line, and the ball turns away to hit him low in front of middle. 26/2 ",,,"248. M Labuschagne lbw  Jadeja
Test Match#: 61.0: v Australia at Nagpur in 2023 (2nd innings)"
61,249,PJ Cummins,caught,KS Bharat,1,3,v Australia,Nagpur,India,9 Feb 2023,Test # 2490,jadeja-wkt-249,"lovely bowling, only a matter of time, turns from off stump and takes a thin edge. Nice take from Bharat. 67/7 See all photos",,Keeper,"249. PJ Cummins c KS Bharat b Jadeja
Test Match#: 61.0: v Australia at Nagpur in 2023 (2nd innings)"
62,250,UT Khawaja,caught,KL Rahul,81,1,v Australia,Delhi,India,17 Feb 2023,Test # 2493,jadeja-wkt-250,"what a catch! Khawaja falls to the reverse sweep. He nailed this, square into the off side, and KL Rahul flies to his right to hold on one handed. The bit of magic India needed. Khawaja can feel a bit rough with that, but he had luck go his way at times as well. That's 250 wickets for Jadeja. 167/5 ",,,"250. UT Khawaja c KL Rahul b Jadeja
Test Match#: 62.0: v Australia at Delhi in 2023 (1st innings)"
62,251,PJ Cummins,lbw,,33,1,v Australia,Delhi,India,17 Feb 2023,Test # 2493,jadeja-wkt-251,Jadeja has Cummins lbw. The Australia captain asks for a review - more out of hope rather than any conviction. This looks quite adjacent. Fuller and sliding in to beat the inside edge and thump the front pad well below the knee-roll in line with middle. Cummins plays around his front pad and misses the ball altogether. The tracker confirms that it would crash into middle stump. Cummins is gone for 33. 227/7 ,,,"251. PJ Cummins lbw  Jadeja
Test Match#: 62.0: v Australia at Delhi in 2023 (1st innings)"
62,252,T Murphy,bowled,,0,1,v Australia,Delhi,India,17 Feb 2023,Test # 2493,jadeja-wkt-252,"One brings two for India. Jadeja breaches the weak defences of Murphy. Nice and full, threatens to slide away with the angle from left-arm around but turns back in sharply to bowl him through the gate. Loose drive from Murphy. 227/8 See all photos",,,"252. T Murphy b  Jadeja
Test Match#: 62.0: v Australia at Delhi in 2023 (1st innings)"
62,253,UT Khawaja,caught,SS Iyer,6,3,v Australia,Delhi,India,17 Feb 2023,Test # 2493,jadeja-wkt-253,"He swept the last ball for four. He sweeps this one to Iyer at leg slip. Terrific chest-high catch from Iyer. He anticipates well and reacts swiftly to his left grab this. On a length and outside off, Khawaja can't get it away from the reach of Iyer although he struck it fairly well. 23/1 ",,close-in,"253. UT Khawaja c SS Iyer b Jadeja
Test Match#: 62.0: v Australia at Delhi in 2023 (2nd innings)"
62,254,M Labuschagne,bowled,,35,3,v Australia,Delhi,India,17 Feb 2023,Test # 2493,jadeja-wkt-254,"got him! Huge moment. This skids through low at the stumps, as in the first Test Labuschagne is caught playing back and has little chance of keeping that out. Takes the toe end. 95/4 ",,,"254. M Labuschagne b  Jadeja
Test Match#: 62.0: v Australia at Delhi in 2023 (2nd innings)"
62,255,PSP Handscomb,caught,V Kohli,0,3,v Australia,Delhi,India,17 Feb 2023,Test # 2493,jadeja-wkt-255,"and another one goes! This is folding fast. Lovely bowling. Full at middle, takes the edge and is snaffled at slip. Very nice ball. 95/6 ",,slip-cordon,"255. PSP Handscomb c V Kohli b Jadeja
Test Match#: 62.0: v Australia at Delhi in 2023 (2nd innings)"
62,256,PJ Cummins,bowled,,0,3,v Australia,Delhi,India,17 Feb 2023,Test # 2493,jadeja-wkt-256,"Jadeja strikes immediately after the drinks break. Full and sliding in from left-arm around, as opposed to turning away. Low bounce once again. Cummins still goes for a big sweep but misses the ball altogether. The crashes low into the stumps. Australia are seven down and sinking in Delhi. 95/7 ",,,"256. PJ Cummins b  Jadeja
Test Match#: 62.0: v Australia at Delhi in 2023 (2nd innings)"
62,257,AT Carey,bowled,,7,3,v Australia,Delhi,India,17 Feb 2023,Test # 2493,jadeja-wkt-257,"Carey continues to trust his sweeps and reverse. These are his go-to shots, but this reverse doesn't come off. Jadeja gets it to bounce over the bat and ping leg stump. Pushed through quicker, no real turn, Carey does not touch the ball. The leg stump is knocked out. Jadeja and India celebrate. Five-wicket haul for Jadeja. 110/8 ",,,"257. AT Carey b  Jadeja
Test Match#: 62.0: v Australia at Delhi in 2023 (2nd innings)"
62,258,NM Lyon,bowled,,8,3,v Australia,Delhi,India,17 Feb 2023,Test # 2493,jadeja-wkt-258,"Sixth wicket for Jadeja. Lyon slumps to his knees. Wide on the crease, on a length and angling into off, Lyon swings so very hard that he loses his shape and drags it back onto his own stumps. 113/9 ",,,"258. NM Lyon b  Jadeja
Test Match#: 62.0: v Australia at Delhi in 2023 (2nd innings)"
62,259,MP Kuhnemann,bowled,,0,3,v Australia,Delhi,India,17 Feb 2023,Test # 2493,jadeja-wkt-259,"Jadeja finishes Australia off with a seven-wicket haul. He holds the ball aloft and leads India off the field. No.11 Kuhnemann aims for the reverse-sweep, dares to take it from the stumps, but does not get enough bat on ball. He can only guide it back onto his own stumps. 113/10 See all photos",,,"259. MP Kuhnemann b  Jadeja
Test Match#: 62.0: v Australia at Delhi in 2023 (2nd innings)"
63,260,TM Head,lbw,,9,2,v Australia,Indore,India,1 Mar 2023,Test # 2496,jadeja-wkt-260,"length ball on the stumps, goes back and across but misses the flick. An appeal for lbw but not given. India have gone for the review. It pitched on middle and leg, hit around middle and hit the batter near the knee roll. The ball-tracking shows it was going on to hit middle and leg. Australia lose their first. 12/1 ",,,"260. TM Head lbw  Jadeja
Test Match#: 63.0: v Australia at Indore in 2023 (1st innings)"
63,261,M Labuschagne,bowled,,31,2,v Australia,Indore,India,1 Mar 2023,Test # 2496,jadeja-wkt-261,the arm ball does the trick. Was a length ball that kept coming in. It kept a touch low as well. Labuschagne was caught on the back foot and failed to get his bat down in time. The middle stump has been pegged back. 108/2 ,,,"261. M Labuschagne b  Jadeja
Test Match#: 63.0: v Australia at Indore in 2023 (1st innings)"
63,262,UT Khawaja,caught,Shubman Gill,60,2,v Australia,Indore,India,1 Mar 2023,Test # 2496,jadeja-wkt-262,"that's a massive wicket and India will be mighty relieved to have got this against the run of play. Khawaja attempts a sweep, just like he did off the very first ball of the over, and this time nailed it. Except he didn't account for Shubman Gill patrolling the boundary at deep midwicket. All he had to do was come in a few paces and get down nice and low to pouch it. Is that the opening India needed? You bet.. 125/3 ",,Outfield,"262. UT Khawaja c Shubman Gill b Jadeja
Test Match#: 63.0: v Australia at Indore in 2023 (1st innings)"
63,263,SPD Smith,caught,KS Bharat,26,2,v Australia,Indore,India,1 Mar 2023,Test # 2496,jadeja-wkt-263,"got him! That's a massive wicket. Denied in the previous over, but gets him this time. This one explodes off the pitch as Smith lunges forward, the ball deviates big and kisses the edge as Bharat takes an excellent catch.. 146/4 See all photos",,Keeper,"263. SPD Smith c KS Bharat b Jadeja
Test Match#: 63.0: v Australia at Indore in 2023 (1st innings)"
64,264,SPD Smith,bowled,,38,1,v Australia,Ahmedabad,India,9 Mar 2023,Test # 2499,jadeja-wkt-264,"chopped on! Smith can't believe what he's done. Good length, fourth stump line, a nothing delivery, instead of playing with a vertical bat and the full face he tried to poke it square off the back foot with a slightly angled bat, it skidded on and took the inside edge, onto the back pad and onto leg stump.. 151/3 Previous Next See all photos",,,"264. SPD Smith b  Jadeja
Test Match#: 64.0: v Australia at Ahmedabad in 2023 (1st innings)"
65,265,AT Carey,lbw,,48,1,v Australia,The Oval,England,7 Jun 2023,Test # 2505,jadeja-wkt-265,"big lbw appeal as Carey brings out the reverse-sweep. He's playing it from a stump-to-stump line, and that's dangerous, as he discovered during the India tour. Not given by Chris Gaffaney, and India have reviewed. Ooh, this looks close. It straightened rather than turning sharply, so I don't think this is missing leg stump... No bat or glove either... Let's see what ball-tracking has to say. Pitches on middle and off, straightens, and it's hitting middle and off two-thirds of the way up. Excellent review from India, and Jadeja has made an immediate impact today. Carey is dismissed in familiar fashion, and I'm not sure he should be reverse-sweeping from the stumps anywhere, let alone on a pitch where the ball isn't turning a lot. 453/8 See all photos",,,"265. AT Carey lbw  Jadeja
Test Match#: 65.0: v Australia at The Oval in 2023 (1st innings)"
65,266,SPD Smith,caught,SN Thakur,34,3,v Australia,The Oval,England,7 Jun 2023,Test # 2505,jadeja-wkt-266,"horror shot! The unbreakable Smith breaks! He skips down the track early trying to launch and Jadeja went shorter and wider, he goes through with the shot and skies it high to cover, Shardul runs in from point to take the catch. Who would have predicted that. 86/3 ",,InField,"266. SPD Smith c SN Thakur b Jadeja
Test Match#: 65.0: v Australia at The Oval in 2023 (2nd innings)"
65,267,TM Head,caught,RA Jadeja,18,3,v Australia,The Oval,England,7 Jun 2023,Test # 2505,jadeja-wkt-267,"caught and bowled! Head's frantic innings ends. Tossed into the footmarks again, he tries another extravagant cover drive against the turn out of the rough, he has not timed one so far, it spins and bounces to hit high on the bat and it floats back to Jadeja.. 111/4 ",,return catch,"267. TM Head c RA Jadeja b Jadeja
Test Match#: 65.0: v Australia at The Oval in 2023 (2nd innings)"
65,268,C Green,bowled,,25,3,v Australia,The Oval,England,7 Jun 2023,Test # 2505,jadeja-wkt-268,"bowled trying to kick it away! Jadeja is smiling! This pitched outside leg, Green went to kick it away, or more so just let it hit his pad, but it spun and bounced sharply, it came off his motionless and bounced onto the stumps!. 167/6 Previous Next See all photos",,,"268. C Green b  Jadeja
Test Match#: 65.0: v Australia at The Oval in 2023 (2nd innings)"
66,269,J Blackwood,caught,Mohammed Siraj,14,1,v West Indies,Roseau,West Indies,12 Jul 2023,Test # 2510,jadeja-wkt-269,"Siraj has taken a screamer! Full ball outside off. Blackwood looks to launch it straight over Jadeja's head. But Siraj moves swiftly to his right from mid-off, leaps into the air while throwing his body, sticks the arm out, and it STICKS! Has a nasty blow on his elbow, but the ball is in his grasp, and Jadeja also gets a wicket. Siraj is smiling, so he isn't injured, and that's lunch with West Indies losing a fourth.. 68/4 ",,InField,"269. J Blackwood c Mohammed Siraj b Jadeja
Test Match#: 66.0: v West Indies at Roseau in 2023 (1st innings)"
66,270,J Da Silva,caught,Ishan Kishan,2,1,v West Indies,Roseau,West Indies,12 Jul 2023,Test # 2510,jadeja-wkt-270,"caught on the rebound. Da Silva was itching to cut earlier but restrained. This tine, though, he picks the wrong length to cut again, and because the line is straighter, he has to play the shot. More than the turn, the extra bounce does him in, takes the edge, and Kishan catches the rebound as he fumbles the take the first time. 76/5 ",,,"270. J Da Silva c Ishan Kishan b Jadeja
Test Match#: 66.0: v West Indies at Roseau in 2023 (1st innings)"
66,271,KAJ Roach,lbw,,1,1,v West Indies,Roseau,West Indies,12 Jul 2023,Test # 2510,jadeja-wkt-271,"huge shout as Jadeja has hit the pad. Not given. Umpire reckons it has taken an edge. Rohit reviews it. It is going on to hit for sure. Pitches on off, turns a little, only just straightens, and it kisses the pad on the way to the bat. That's plumb once it is confirmed it is pad first. 147/9 See all photos",,,"271. KAJ Roach lbw  Jadeja
Test Match#: 66.0: v West Indies at Roseau in 2023 (1st innings)"
66,272,T Chanderpaul,lbw,,7,3,v West Indies,Roseau,West Indies,12 Jul 2023,Test # 2510,jadeja-wkt-272,"full ball on middle stump. Gets forward to defend, but he's defending from a middle-stump line. Ball turns past the inside edge and hits his pad in front of leg. Polite lbw enquiry... and given out! Chanderpaul with a review. No bat involved. And confirmed: this is clipping the top of leg stump. Umpire's call on stump impact, not enough to overturn the decision.. 8/1 ",,,"272. T Chanderpaul lbw  Jadeja
Test Match#: 66.0: v West Indies at Roseau in 2023 (2nd innings)"
66,273,RA Reifer,lbw,,11,3,v West Indies,Roseau,West Indies,12 Jul 2023,Test # 2510,jadeja-wkt-273,"forget the catchers. He has been given out lbw. And he has reviewed it. Again quite similar to the Chanderpaul dismissal but Reifer is caught back unlike Chanderpaul. Jadeja too good for him. Reifer goes back to a length ball, which pitches on off and turns sharply to beat his bat and trap him in front of middle. Ball tracking shows it would have hit leg. A second review lost. 32/4 See all photos",,,"273. RA Reifer lbw  Jadeja
Test Match#: 66.0: v West Indies at Roseau in 2023 (2nd innings)"
67,274,T Chanderpaul,caught,R Ashwin,33,2,v West Indies,Port of Spain,West Indies,20 Jul 2023,Test # 2513,jadeja-wkt-274,"Chanderpaul tries to pump him straight, ball balloons to Ashwin who runs to the left and takes it at point. It was full and was in the hitting zone. But he had had just one sighter, and played this from the crease.. 71/1 ",,InField,"274. T Chanderpaul c R Ashwin b Jadeja
Test Match#: 67.0: v West Indies at Port of Spain in 2023 (1st innings)"
67,275,J Blackwood,caught,AM Rahane,20,2,v West Indies,Port of Spain,West Indies,20 Jul 2023,Test # 2513,jadeja-wkt-275,"not for the first time has Jadeja done a right-hand batter in from over the wicket. The assist goes to a sensational catch by Ajinkya Rahane at slip. This is the risk if you don't keep kicking balls from over the wicket away. West Indies have been playing at them, and this time the ball turns and bounces, takes the edge, Kishan gets a deflection, and Rahane changes direction to go to his left, dive, and take this one-handed. 178/4",,slip-cordon,"275. J Blackwood c AM Rahane b Jadeja
Test Match#: 67.0: v West Indies at Port of Spain in 2023 (1st innings)"
69,276,OJ Pope,caught,RG Sharma,1,1,v England,Hyderabad,India,25 Jan 2024,Test # 2525,jadeja-wkt-276,"turn, bounce, finds the outside edge! Pope has not looked at home in his short stay at the crease - although he lingers for confirmation that the catch was clean. Regulation SLA dismissal, the sort Jaddu visualises over his morning dosa. Fired in and then straightening, Pope lunging forward but unable to cover the deviation off the pitch. Scooped up expertly by Rohit. Off Pope pops. 58/2 ",,,"276. OJ Pope c RG Sharma b Jadeja
Test Match#: 69.0: v England at Hyderabad in 2024 (1st innings)"
69,277,JE Root,caught,JJ Bumrah,29,1,v England,Hyderabad,India,25 Jan 2024,Test # 2525,jadeja-wkt-277,"Root sweeps, Jadeja cleans up... top-edged to short fine leg! He might have gone to the same bowler playing the same shot second ball, but Sir Jaddu gets him in the end. Been a productive outlet but this time he can't control the bounce and it loops tamely to Bumrah on the 45. Big wicket for India, met by cheers and whistles around the ground. 125/5 ",,Outfield,"277. JE Root c JJ Bumrah b Jadeja
Test Match#: 69.0: v England at Hyderabad in 2024 (1st innings)"
69,278,TW Hartley,bowled,,23,1,v England,Hyderabad,India,25 Jan 2024,Test # 2525,jadeja-wkt-278,"flattens leg stump with sharp turn! Jadeja tossed this up, gave it a rip as the ball spun back in a long way from outside off to beat the inside edge. The ball drifted across from around the stumps and ripped back in from the rough. Superb bowling.. 193/8",,,"278. TW Hartley b  Jadeja
Test Match#: 69.0: v England at Hyderabad in 2024 (1st innings)"
69,279,JM Bairstow,bowled,,10,3,v England,Hyderabad,India,25 Jan 2024,Test # 2525,jadeja-wkt-279,"stunning bowling from Jadeja! The last one turned, this one doesn't, they pitched in the same place, shaping in at the stumps from round the wicket, but this time Bairstow shoulders arms and looks on forlornly as the ball comes in on the arm and his off bail takes a walk!. 140/4 ",,,"279. JM Bairstow b  Jadeja
Test Match#: 69.0: v England at Hyderabad in 2024 (2nd innings)"
69,280,MA Wood,caught,KS Bharat,0,3,v England,Hyderabad,India,25 Jan 2024,Test # 2525,jadeja-wkt-280,"drags him across, nicked behind! Wood turns and walks. Jadeja gets his second wicket, after 34 overs of toil, and India's work with the ball is almost done. Plenty of spin from just outside off and Wood couldn't help but follow it, the catch snaffled by Bharat. 420/9 See all photos",,Keeper,"280. MA Wood c KS Bharat b Jadeja
Test Match#: 69.0: v England at Hyderabad in 2024 (2nd innings)"
70,281,BA Stokes,caught,JJ Bumrah,41,2,v England,Rajkot,India,15 Feb 2024,Test # 2530,jadeja-wkt-281,"The hometown hero strikes! Full ball drifts across Stokes and lands outside off, no real turn and Stokes goes down on one knee to hit to cow corner. But he slices it a bit, and Bumrah runs back towards wide long on to take a reverse-cup catch, hands in front of his eyes. 299/6 ",,Outfield,"281. BA Stokes c JJ Bumrah b Jadeja
Test Match#: 70.0: v England at Rajkot in 2024 (1st innings)"
70,282,TW Hartley,stumped,DC Jurel,9,2,v England,Rajkot,India,15 Feb 2024,Test # 2530,jadeja-wkt-282,"Jurel makes no mistake! Jadeja perhaps expected Hartley would come down the track. Bowls a flat length ball outside off and Hartley is nowhere near the pitch after failing to make connection. Jurel ensures he keeps his gloves behind the stumps before collecting it, and its an easy stumping after that. Hartley made no effort trying to get back. 314/9 See all photos",,,"282. TW Hartley st DC Jurel b Jadeja
Test Match#: 70.0: v England at Rajkot in 2024 (1st innings)"
